TF	Genotype	Tissue	direction	goid	goname	n	p-value	B73v4.gid	W22.gid
mybr32	mybr32-m1	leaf	down	GO:1905200	gibberellic acid transmembrane transport	1	0.044548525	Zm00001d023677	Zm00004b038103
mybr32	mybr32-m1	leaf	down	GO:1905201	gibberellin transmembrane transporter activity	1	0.044548525	Zm00001d023677	Zm00004b038103
mybr32	mybr32-m1	leaf	down	GO:1990143	CoA-synthesizing protein complex	1	0.044548525	Zm00001d024421	Zm00004b038699
mybr32	mybr32-m1	leaf	down	GO:1990181	acetyl-CoA biosynthetic process from pantothenate	1	0.044548525	Zm00001d024421	Zm00004b038699
mybr32	mybr32-m1	leaf	down	GO:2000762	regulation of phenylpropanoid metabolic process	12	0.043394221	"Zm00001d001984,Zm00001d005456,Zm00001d009398,Zm00001d010231,Zm00001d012229,Zm00001d032024,Zm00001d039907,Zm00001d041842,Zm00001d045568,Zm00001d050455,Zm00001d053143,Zm00001d053514"	"Zm00004b006048,Zm00004b008781,Zm00004b025499,Zm00004b026162,Zm00004b027811,Zm00004b003529,Zm00004b016171,Zm00004b017570,Zm00004b032148,Zm00004b021579,Zm00004b023788,Zm00004b024042"
mybr32	mybr32-m1	leaf	up	GO:0000096	sulfur amino acid metabolic process	6	0.027040021	"Zm00001d022059,Zm00001d022144,Zm00001d028241,Zm00001d045027,Zm00001d047190,Zm00001d051787"	"Zm00004b037241,Zm00004b037313,Zm00004b000812,Zm00004b031683,Zm00004b033402,Zm00004b022619"
mybr32	mybr32-m1	leaf	up	GO:0000271	polysaccharide biosynthetic process	14	0.0351314	"Zm00001d002119,Zm00001d004957,Zm00001d024600,Zm00001d025590,Zm00001d028241,Zm00001d028299,Zm00001d028317,Zm00001d031871,Zm00001d034049,Zm00001d034240,Zm00001d040089,Zm00001d044083,Zm00001d047190,Zm00001d051787"	"Zm00004b006153,Zm00004b008425,Zm00004b038844,Zm00004b039658,Zm00004b000812,Zm00004b000856,Zm00004b000867,Zm00004b003426,Zm00004b005156,Zm00004b005285,Zm00004b016309,Zm00004b019520,Zm00004b033402,Zm00004b022619"
mybr32	mybr32-m1	leaf	up	GO:0004366	glycerol-3-phosphate O-acyltransferase activity	3	0.042757042	"Zm00001d027810,Zm00001d032973,Zm00001d040265"	"Zm00004b000466,Zm00004b004304,Zm00004b016456"
mybr32	mybr32-m1	leaf	up	GO:0004560	alpha-L-fucosidase activity	3	0.033358923	"Zm00001d006161,Zm00001d021961,Zm00001d045264"	"Zm00004b009347,Zm00004b037175,Zm00004b031876"
mybr32	mybr32-m1	leaf	up	GO:0004888	transmembrane signaling receptor activity	3	0.025171672	"Zm00001d010113,Zm00001d010852,Zm00001d035812"	"Zm00004b026066,Zm00004b026666,Zm00004b028861"
mybr32	mybr32-m1	leaf	up	GO:0005200	structural constituent of cytoskeleton	8	0.030447997	"Zm00001d006651,Zm00001d012556,Zm00001d012786,Zm00001d033457,Zm00001d034022,Zm00001d040508,Zm00001d040509,Zm00001d043158"	"Zm00004b009751,Zm00004b028079,Zm00004b028275,Zm00004b004683,Zm00004b005129,Zm00004b016640,Zm00004b016641,Zm00004b018698"
mybr32	mybr32-m1	leaf	up	GO:0007017	microtubule-based process	10	0.019769535	"Zm00001d006651,Zm00001d012556,Zm00001d012786,Zm00001d017947,Zm00001d033457,Zm00001d034022,Zm00001d040508,Zm00001d040509,Zm00001d043158,Zm00001d050905"	"Zm00004b009751,Zm00004b028079,Zm00004b028275,Zm00004b015010,Zm00004b004683,Zm00004b005129,Zm00004b016640,Zm00004b016641,Zm00004b018698,Zm00004b021908"
mybr32	mybr32-m1	leaf	up	GO:0008194	UDP-glycosyltransferase activity	22	1.99E-05	"Zm00001d004545,Zm00001d005451,Zm00001d005478,Zm00001d006449,Zm00001d009795,Zm00001d010802,Zm00001d010976,Zm00001d012224,Zm00001d016942,Zm00001d019317,Zm00001d019507,Zm00001d024646,Zm00001d027938,Zm00001d028188,Zm00001d028725,Zm00001d033568,Zm00001d037636,Zm00001d038765,Zm00001d038833,Zm00001d043587,Zm00001d044828,Zm00001d049510"	"Zm00004b008115,Zm00004b008779,Zm00004b008800,Zm00004b009578,Zm00004b025819,Zm00004b026622,Zm00004b026767,Zm00004b027805,Zm00004b014169,Zm00004b035209,Zm00004b035347,Zm00004b038881,Zm00004b000569,Zm00004b000765,Zm00004b001198,Zm00004b004790,Zm00004b030152,Zm00004b031037,Zm00004b031097,Zm00004b019094,Zm00004b031536,Zm00004b020816"
mybr32	mybr32-m1	leaf	up	GO:0008361	regulation of cell size	12	0.024317046	"Zm00001d002119,Zm00001d005250,Zm00001d020974,Zm00001d024600,Zm00001d025590,Zm00001d028317,Zm00001d031871,Zm00001d034049,Zm00001d034240,Zm00001d037540,Zm00001d040089,Zm00001d044083"	"Zm00004b006153,Zm00004b008628,Zm00004b036387,Zm00004b038844,Zm00004b039658,Zm00004b000867,Zm00004b003426,Zm00004b005156,Zm00004b005285,Zm00004b030080,Zm00004b016309,Zm00004b019520"
mybr32	mybr32-m1	leaf	up	GO:0008812	choline dehydrogenase activity	2	0.017550724	"Zm00001d002613,Zm00001d032284"	"Zm00004b006570,Zm00004b003744"
mybr32	mybr32-m1	leaf	up	GO:0009505	plant-type cell wall	51	4.15E-04	"Zm00001d002422,Zm00001d003381,Zm00001d003751,Zm00001d004626,Zm00001d004635,Zm00001d006524,Zm00001d008334,Zm00001d009309,Zm00001d014341,Zm00001d014467,Zm00001d014613,Zm00001d014617,Zm00001d016733,Zm00001d017485,Zm00001d018106,Zm00001d018107,Zm00001d019934,Zm00001d020903,Zm00001d021961,Zm00001d022059,Zm00001d022258,Zm00001d022460,Zm00001d023579,Zm00001d023715,Zm00001d023813,Zm00001d024037,Zm00001d026014,Zm00001d026415,Zm00001d026668,Zm00001d031636,Zm00001d033649,Zm00001d037540,Zm00001d038196,Zm00001d039010,Zm00001d039910,Zm00001d040581,Zm00001d040650,Zm00001d041776,Zm00001d042082,Zm00001d042654,Zm00001d043414,Zm00001d044455,Zm00001d045264,Zm00001d045558,Zm00001d048054,Zm00001d048696,Zm00001d050917,Zm00001d051343,Zm00001d051837,Zm00001d052651,Zm00001d053288"	"Zm00004b006402,Zm00004b007219,Zm00004b007512,Zm00004b008170,Zm00004b008176,Zm00004b009644,Zm00004b024693,Zm00004b025438,Zm00004b012151,Zm00004b012240,Zm00004b012354,Zm00004b012358,Zm00004b013994,Zm00004b014609,Zm00004b015166,Zm00004b015167,Zm00004b035594,Zm00004b036329,Zm00004b037175,Zm00004b037241,Zm00004b037415,Zm00004b037583,Zm00004b038039,Zm00004b038133,Zm00004b038210,Zm00004b038378,Zm00004b040023,Zm00004b040374,Zm00004b040611,Zm00004b003257,Zm00004b004858,Zm00004b030080,Zm00004b030591,Zm00004b031259,Zm00004b016174,Zm00004b016683,Zm00004b016742,Zm00004b017521,Zm00004b017764,Zm00004b018276,Zm00004b018932,Zm00004b019837,Zm00004b031876,Zm00004b032132,Zm00004b034151,Zm00004b020170,Zm00004b021924,Zm00004b022232,Zm00004b022667,Zm00004b023365,Zm00004b023918"
mybr32	mybr32-m1	leaf	up	GO:0009628	response to abiotic stimulus	19	0.021431506	"Zm00001d003381,Zm00001d005769,Zm00001d006097,Zm00001d010373,Zm00001d014341,Zm00001d014467,Zm00001d016185,Zm00001d021791,Zm00001d025047,Zm00001d028241,Zm00001d028406,Zm00001d028457,Zm00001d028585,Zm00001d033478,Zm00001d040581,Zm00001d042082,Zm00001d044119,Zm00001d047190,Zm00001d051787"	"Zm00004b007219,Zm00004b009022,Zm00004b009294,Zm00004b026274,Zm00004b012151,Zm00004b012240,Zm00004b013544,Zm00004b037042,Zm00004b039238,Zm00004b000812,Zm00004b000946,Zm00004b001012,Zm00004b001099,Zm00004b004709,Zm00004b016683,Zm00004b017764,Zm00004b019553,Zm00004b033402,Zm00004b022619"
mybr32	mybr32-m1	leaf	up	GO:0009825	multidimensional cell growth	16	0.035041457	"Zm00001d002119,Zm00001d004957,Zm00001d005250,Zm00001d020974,Zm00001d024600,Zm00001d025590,Zm00001d028241,Zm00001d028317,Zm00001d031871,Zm00001d034049,Zm00001d034240,Zm00001d040089,Zm00001d044083,Zm00001d047190,Zm00001d048945,Zm00001d051787"	"Zm00004b006153,Zm00004b008425,Zm00004b008628,Zm00004b036387,Zm00004b038844,Zm00004b039658,Zm00004b000812,Zm00004b000867,Zm00004b003426,Zm00004b005156,Zm00004b005285,Zm00004b016309,Zm00004b019520,Zm00004b033402,Zm00004b020369,Zm00004b022619"
mybr32	mybr32-m1	leaf	up	GO:0009833	plant-type primary cell wall biogenesis	4	0.005048125	"Zm00001d005250,Zm00001d009795,Zm00001d019149,Zm00001d037636"	"Zm00004b008628,Zm00004b025819,Zm00004b035071,Zm00004b030152"
mybr32	mybr32-m1	leaf	up	GO:0009932	cell tip growth	15	0.016158966	"Zm00001d002119,Zm00001d004957,Zm00001d005250,Zm00001d020974,Zm00001d024600,Zm00001d025590,Zm00001d028241,Zm00001d028317,Zm00001d031871,Zm00001d034049,Zm00001d034240,Zm00001d040089,Zm00001d044083,Zm00001d047190,Zm00001d051787"	"Zm00004b006153,Zm00004b008425,Zm00004b008628,Zm00004b036387,Zm00004b038844,Zm00004b039658,Zm00004b000812,Zm00004b000867,Zm00004b003426,Zm00004b005156,Zm00004b005285,Zm00004b016309,Zm00004b019520,Zm00004b033402,Zm00004b022619"
mybr32	mybr32-m1	leaf	up	GO:0009958	positive gravitropism	9	0.022764668	"Zm00001d002119,Zm00001d005769,Zm00001d007082,Zm00001d024600,Zm00001d025590,Zm00001d028298,Zm00001d030864,Zm00001d031871,Zm00001d044083"	"Zm00004b006153,Zm00004b009022,Zm00004b010050,Zm00004b038844,Zm00004b039658,Zm00004b000855,Zm00004b002729,Zm00004b003426,Zm00004b019520"
mybr32	mybr32-m1	leaf	up	GO:0010025	wax biosynthetic process	7	0.026279193	"Zm00001d014055,Zm00001d017251,Zm00001d028241,Zm00001d044016,Zm00001d045295,Zm00001d047190,Zm00001d051787"	"Zm00004b011913,Zm00004b014402,Zm00004b000812,Zm00004b019461,Zm00004b031906,Zm00004b033402,Zm00004b022619"
mybr32	mybr32-m1	leaf	up	GO:0010143	cutin biosynthetic process	7	0.002187573	"Zm00001d014055,Zm00001d017251,Zm00001d027810,Zm00001d032973,Zm00001d040265,Zm00001d044016,Zm00001d045295"	"Zm00004b011913,Zm00004b014402,Zm00004b000466,Zm00004b004304,Zm00004b016456,Zm00004b019461,Zm00004b031906"
mybr32	mybr32-m1	leaf	up	GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	2	0.047880002	"Zm00001d037492,Zm00001d045139"	"Zm00004b030043,Zm00004b031775"
mybr32	mybr32-m1	leaf	up	GO:0010296	prenylcysteine methylesterase activity	2	0.047880002	"Zm00001d009658,Zm00001d044088"	"Zm00004b025703,Zm00004b019523"
mybr32	mybr32-m1	leaf	up	GO:0010315	auxin efflux	6	0.0218919	"Zm00001d002119,Zm00001d024600,Zm00001d025590,Zm00001d031871,Zm00001d044083,Zm00001d049805"	"Zm00004b006153,Zm00004b038844,Zm00004b039658,Zm00004b003426,Zm00004b019520,Zm00004b021077"
mybr32	mybr32-m1	leaf	up	GO:0010329	auxin efflux transmembrane transporter activity	6	0.020334755	"Zm00001d002119,Zm00001d024600,Zm00001d025590,Zm00001d031871,Zm00001d044083,Zm00001d049805"	"Zm00004b006153,Zm00004b038844,Zm00004b039658,Zm00004b003426,Zm00004b019520,Zm00004b021077"
mybr32	mybr32-m1	leaf	up	GO:0010411	xyloglucan metabolic process	6	0.018854528	"Zm00001d009309,Zm00001d014613,Zm00001d014617,Zm00001d021667,Zm00001d029814,Zm00001d052651"	"Zm00004b025438,Zm00004b012354,Zm00004b012358,Zm00004b036938,Zm00004b002040,Zm00004b023365"
mybr32	mybr32-m1	leaf	up	GO:0010430	fatty acid omega-oxidation	2	0.047880002	"Zm00001d002613,Zm00001d032284"	"Zm00004b006570,Zm00004b003744"
mybr32	mybr32-m1	leaf	up	GO:0015930	glutamate synthase activity	2	0.023991556	"Zm00001d011610,Zm00001d043845"	"Zm00004b027282,Zm00004b019332"
mybr32	mybr32-m1	leaf	up	GO:0016040	glutamate synthase (NADH) activity	2	0.0312367	"Zm00001d011610,Zm00001d043845"	"Zm00004b027282,Zm00004b019332"
mybr32	mybr32-m1	leaf	up	GO:0016295	myristoyl-[acyl-carrier-protein] hydrolase activity	2	0.047880002	"Zm00001d002727,Zm00001d036919"	"Zm00004b006671,Zm00004b029617"
mybr32	mybr32-m1	leaf	up	GO:0016296	palmitoyl-[acyl-carrier-protein] hydrolase activity	2	0.047880002	"Zm00001d002727,Zm00001d036919"	"Zm00004b006671,Zm00004b029617"
mybr32	mybr32-m1	leaf	up	GO:0016639	oxidoreductase activity/ acting on the CH-NH2 group of donors/ NAD or NADP as acceptor	2	0.011983976	"Zm00001d011610,Zm00001d043845"	"Zm00004b027282,Zm00004b019332"
mybr32	mybr32-m1	leaf	up	GO:0016758	transferase activity/ transferring hexosyl groups	28	0.00835616	"Zm00001d004545,Zm00001d005451,Zm00001d005478,Zm00001d006449,Zm00001d006640,Zm00001d009309,Zm00001d009795,Zm00001d010802,Zm00001d010976,Zm00001d012224,Zm00001d014613,Zm00001d014617,Zm00001d016942,Zm00001d019317,Zm00001d019507,Zm00001d021667,Zm00001d027938,Zm00001d028188,Zm00001d028725,Zm00001d029814,Zm00001d030909,Zm00001d037636,Zm00001d038765,Zm00001d038833,Zm00001d043587,Zm00001d044828,Zm00001d049510,Zm00001d052651"	"Zm00004b008115,Zm00004b008779,Zm00004b008800,Zm00004b009578,Zm00004b009744,Zm00004b025438,Zm00004b025819,Zm00004b026622,Zm00004b026767,Zm00004b027805,Zm00004b012354,Zm00004b012358,Zm00004b014169,Zm00004b035209,Zm00004b035347,Zm00004b036938,Zm00004b000569,Zm00004b000765,Zm00004b001198,Zm00004b002040,Zm00004b002755,Zm00004b030152,Zm00004b031037,Zm00004b031097,Zm00004b019094,Zm00004b031536,Zm00004b020816,Zm00004b023365"
mybr32	mybr32-m1	leaf	up	GO:0016760	cellulose synthase (UDP-forming) activity	12	0.005791407	"Zm00001d005250,Zm00001d005451,Zm00001d005478,Zm00001d009795,Zm00001d019149,Zm00001d019317,Zm00001d019507,Zm00001d021731,Zm00001d037636,Zm00001d038676,Zm00001d049510,Zm00001d053696"	"Zm00004b008628,Zm00004b008779,Zm00004b008800,Zm00004b025819,Zm00004b035071,Zm00004b035209,Zm00004b035347,Zm00004b036996,Zm00004b030152,Zm00004b030969,Zm00004b020816,Zm00004b024210"
mybr32	mybr32-m1	leaf	up	GO:0016762	xyloglucan:xyloglucosyl transferase activity	6	0.0218919	"Zm00001d009309,Zm00001d014613,Zm00001d014617,Zm00001d021667,Zm00001d029814,Zm00001d052651"	"Zm00004b025438,Zm00004b012354,Zm00004b012358,Zm00004b036938,Zm00004b002040,Zm00004b023365"
mybr32	mybr32-m1	leaf	up	GO:0016798	hydrolase activity/ acting on glycosyl bonds	8	0.004965359	"Zm00001d014043,Zm00001d014613,Zm00001d014617,Zm00001d021667,Zm00001d038196,Zm00001d043414,Zm00001d045580,Zm00001d052651"	"Zm00004b011908,Zm00004b012354,Zm00004b012358,Zm00004b036938,Zm00004b030591,Zm00004b018932,Zm00004b032160,Zm00004b023365"
mybr32	mybr32-m1	leaf	up	GO:0016841	ammonia-lyase activity	2	0.0312367	"Zm00001d003016,Zm00001d051161"	"Zm00004b006928,Zm00004b022098"
mybr32	mybr32-m1	leaf	up	GO:0018454	acetoacetyl-CoA reductase activity	2	0.047880002	"Zm00001d017111,Zm00001d029190"	"Zm00004b014290,Zm00004b001550"
mybr32	mybr32-m1	leaf	up	GO:0019863	IgE binding	2	0.0312367	"Zm00001d021961,Zm00001d045264"	"Zm00004b037175,Zm00004b031876"
mybr32	mybr32-m1	leaf	up	GO:0030243	cellulose metabolic process	8	0.013722096	"Zm00001d009724,Zm00001d011352,Zm00001d022144,Zm00001d028406,Zm00001d032274,Zm00001d034049,Zm00001d044479,Zm00001d045027"	"Zm00004b025753,Zm00004b027089,Zm00004b037313,Zm00004b000946,Zm00004b003738,Zm00004b005156,Zm00004b019862,Zm00004b031683"
mybr32	mybr32-m1	leaf	up	GO:0033383	geranyl diphosphate metabolic process	2	0.017550724	"Zm00001d029195,Zm00001d035682"	"Zm00004b001556,Zm00004b028780"
mybr32	mybr32-m1	leaf	up	GO:0042335	cuticle development	12	0.007949324	"Zm00001d003072,Zm00001d014055,Zm00001d017251,Zm00001d022144,Zm00001d026088,Zm00001d028241,Zm00001d028406,Zm00001d031636,Zm00001d045027,Zm00001d047190,Zm00001d051787,Zm00001d051788"	"Zm00004b006974,Zm00004b011913,Zm00004b014402,Zm00004b037313,Zm00004b040089,Zm00004b000812,Zm00004b000946,Zm00004b003257,Zm00004b031683,Zm00004b033402,Zm00004b022619,Zm00004b022623"
mybr32	mybr32-m1	leaf	up	GO:0043481	anthocyanin accumulation in tissues in response to UV light	16	0.029374312	"Zm00001d002119,Zm00001d004957,Zm00001d005250,Zm00001d020974,Zm00001d024600,Zm00001d025590,Zm00001d026088,Zm00001d028241,Zm00001d028317,Zm00001d031871,Zm00001d034049,Zm00001d034240,Zm00001d040089,Zm00001d044083,Zm00001d047190,Zm00001d051787"	"Zm00004b006153,Zm00004b008425,Zm00004b008628,Zm00004b036387,Zm00004b038844,Zm00004b039658,Zm00004b040089,Zm00004b000812,Zm00004b000867,Zm00004b003426,Zm00004b005156,Zm00004b005285,Zm00004b016309,Zm00004b019520,Zm00004b033402,Zm00004b022619"
mybr32	mybr32-m1	leaf	up	GO:0045298	tubulin complex	2	0.0312367	"Zm00001d006651,Zm00001d012556"	"Zm00004b009751,Zm00004b028079"
mybr32	mybr32-m1	leaf	up	GO:0045926	negative regulation of growth	3	0.037908518	"Zm00001d014341,Zm00001d017380,Zm00001d045205"	"Zm00004b012151,Zm00004b014517,Zm00004b031825"
mybr32	mybr32-m1	leaf	up	GO:0046185	aldehyde catabolic process	2	0.039220255	"Zm00001d014055,Zm00001d017251"	"Zm00004b011913,Zm00004b014402"
mybr32	mybr32-m1	leaf	up	GO:0046593	mandelonitrile lyase activity	2	0.017550724	"Zm00001d002613,Zm00001d032284"	"Zm00004b006570,Zm00004b003744"
mybr32	mybr32-m1	leaf	up	GO:0046658	anchored component of plasma membrane	25	0.004877887	"Zm00001d002772,Zm00001d003751,Zm00001d006524,Zm00001d007045,Zm00001d011431,Zm00001d012602,Zm00001d014463,Zm00001d016733,Zm00001d018641,Zm00001d019934,Zm00001d019994,Zm00001d020903,Zm00001d022059,Zm00001d031636,Zm00001d034049,Zm00001d037540,Zm00001d038052,Zm00001d039010,Zm00001d040504,Zm00001d043232,Zm00001d046134,Zm00001d048054,Zm00001d050917,Zm00001d052950,Zm00001d053288"	"Zm00004b006713,Zm00004b007512,Zm00004b009644,Zm00004b010016,Zm00004b027151,Zm00004b028122,Zm00004b012238,Zm00004b013994,Zm00004b034670,Zm00004b035594,Zm00004b035629,Zm00004b036329,Zm00004b037241,Zm00004b003257,Zm00004b005156,Zm00004b030080,Zm00004b030478,Zm00004b031259,Zm00004b016636,Zm00004b018767,Zm00004b032545,Zm00004b034151,Zm00004b021924,Zm00004b023603,Zm00004b023918"
mybr32	mybr32-m1	leaf	up	GO:0046910	pectinesterase inhibitor activity	3	0.021538888	"Zm00001d008334,Zm00001d022460,Zm00001d040650"	"Zm00004b024693,Zm00004b037583,Zm00004b016742"
mybr32	mybr32-m1	leaf	up	GO:0048498	establishment of petal orientation	2	0.007365151	"Zm00001d002801,Zm00001d025960"	"Zm00004b006736,Zm00004b039984"
mybr32	mybr32-m1	leaf	up	GO:0048561	establishment of animal organ orientation	2	0.007365151	"Zm00001d002801,Zm00001d025960"	"Zm00004b006736,Zm00004b039984"
mybr32	mybr32-m1	leaf	up	GO:0050224	prunasin beta-glucosidase activity	2	0.047880002	"Zm00001d024037,Zm00001d041776"	"Zm00004b038378,Zm00004b017521"
mybr32	mybr32-m1	leaf	up	GO:0051258	protein polymerization	7	0.006626125	"Zm00001d006651,Zm00001d012556,Zm00001d033457,Zm00001d034022,Zm00001d040508,Zm00001d040509,Zm00001d043158"	"Zm00004b009751,Zm00004b028079,Zm00004b004683,Zm00004b005129,Zm00004b016640,Zm00004b016641,Zm00004b018698"
mybr32	mybr32-m1	leaf	up	GO:0051538	3 iron/ 4 sulfur cluster binding	2	0.047880002	"Zm00001d011610,Zm00001d043845"	"Zm00004b027282,Zm00004b019332"
mybr32	mybr32-m1	leaf	up	GO:0051707	response to other organism	15	0.007615162	"Zm00001d010373,Zm00001d012294,Zm00001d018791,Zm00001d019150,Zm00001d021961,Zm00001d023984,Zm00001d034917,Zm00001d038833,Zm00001d041787,Zm00001d044040,Zm00001d045264,Zm00001d046136,Zm00001d046642,Zm00001d046751,Zm00001d046781"	"Zm00004b026274,Zm00004b027868,Zm00004b034780,Zm00004b035072,Zm00004b037175,Zm00004b038331,Zm00004b005828,Zm00004b031097,Zm00004b017530,Zm00004b019482,Zm00004b031876,Zm00004b032547,Zm00004b032942,Zm00004b033031,Zm00004b033059"
mybr32	mybr32-m1	leaf	up	GO:0051765	inositol tetrakisphosphate kinase activity	1	0.03591897	Zm00001d016647	Zm00004b013923
mybr32	mybr32-m1	leaf	up	GO:0052689	carboxylic ester hydrolase activity	13	2.95E-04	"Zm00001d002422,Zm00001d008334,Zm00001d009658,Zm00001d013214,Zm00001d014386,Zm00001d021961,Zm00001d022258,Zm00001d022460,Zm00001d040650,Zm00001d044088,Zm00001d045264,Zm00001d046136,Zm00001d048841"	"Zm00004b006402,Zm00004b024693,Zm00004b025703,Zm00004b011200,Zm00004b012189,Zm00004b037175,Zm00004b037415,Zm00004b037583,Zm00004b016742,Zm00004b019523,Zm00004b031876,Zm00004b032547,Zm00004b020295"
mybr32	mybr32-m1	leaf	up	GO:0052889	9/9'-di-cis-zeta-carotene desaturation to 7/9/7'/9'-tetra-cis-lycopene	3	0.033358923	"Zm00001d021961,Zm00001d045264,Zm00001d046642"	"Zm00004b037175,Zm00004b031876,Zm00004b032942"
mybr32	mybr32-m1	leaf	up	GO:0071555	cell wall organization	48	8.45E-05	"Zm00001d001786,Zm00001d002119,Zm00001d002422,Zm00001d004545,Zm00001d004957,Zm00001d005250,Zm00001d005451,Zm00001d005478,Zm00001d009309,Zm00001d009717,Zm00001d009795,Zm00001d009969,Zm00001d010976,Zm00001d011840,Zm00001d014299,Zm00001d014613,Zm00001d014617,Zm00001d019149,Zm00001d019317,Zm00001d019507,Zm00001d020974,Zm00001d021304,Zm00001d021667,Zm00001d021731,Zm00001d022258,Zm00001d023813,Zm00001d024600,Zm00001d025590,Zm00001d026344,Zm00001d026712,Zm00001d028188,Zm00001d028241,Zm00001d028725,Zm00001d029814,Zm00001d031871,Zm00001d037636,Zm00001d038676,Zm00001d040089,Zm00001d041679,Zm00001d043587,Zm00001d044083,Zm00001d044828,Zm00001d047190,Zm00001d048696,Zm00001d049510,Zm00001d051787,Zm00001d052651,Zm00001d053696"	"Zm00004b005887,Zm00004b006153,Zm00004b006402,Zm00004b008115,Zm00004b008425,Zm00004b008628,Zm00004b008779,Zm00004b008800,Zm00004b025438,Zm00004b025749,Zm00004b025819,Zm00004b025954,Zm00004b026767,Zm00004b027500,Zm00004b012115,Zm00004b012354,Zm00004b012358,Zm00004b035071,Zm00004b035209,Zm00004b035347,Zm00004b036387,Zm00004b036621,Zm00004b036938,Zm00004b036996,Zm00004b037415,Zm00004b038210,Zm00004b038844,Zm00004b039658,Zm00004b040314,Zm00004b040651,Zm00004b000765,Zm00004b000812,Zm00004b001198,Zm00004b002040,Zm00004b003426,Zm00004b030152,Zm00004b030969,Zm00004b016309,Zm00004b017446,Zm00004b019094,Zm00004b019520,Zm00004b031536,Zm00004b033402,Zm00004b020170,Zm00004b020816,Zm00004b022619,Zm00004b023365,Zm00004b024210"
mybr32	mybr32-m1	leaf	up	GO:0071771	aldehyde decarbonylase activity	2	0.039220255	"Zm00001d014055,Zm00001d017251"	"Zm00004b011913,Zm00004b014402"
mybr32	mybr32-m1	leaf	up	GO:0071944	cell periphery	5	0.03556403	"Zm00001d008334,Zm00001d022460,Zm00001d025853,Zm00001d026084,Zm00001d048437"	"Zm00004b024693,Zm00004b037583,Zm00004b039892,Zm00004b040087,Zm00004b034493"
mybr32	mybr32-m1	leaf	up	GO:0080039	xyloglucan:xyloglucosyl transferase activity	3	0.002256124	"Zm00001d009309,Zm00001d014613,Zm00001d014617"	"Zm00004b025438,Zm00004b012354,Zm00004b012358"
mybr32	mybr32-m1	leaf	up	GO:0090376	seed trichome differentiation	4	0.007201205	"Zm00001d020903,Zm00001d034373,Zm00001d039010,Zm00001d053288"	"Zm00004b036329,Zm00004b005367,Zm00004b031259,Zm00004b023918"
mybr32	mybr32-m1	leaf	up	GO:0090447	glycerol-3-phosphate 2-O-acyltransferase activity	3	0.029112303	"Zm00001d027810,Zm00001d032973,Zm00001d040265"	"Zm00004b000466,Zm00004b004304,Zm00004b016456"
mybr32	mybr32-m1	leaf	up	GO:0097054	L-glutamate biosynthetic process	2	0.017550724	"Zm00001d011610,Zm00001d043845"	"Zm00004b027282,Zm00004b019332"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	2	0.042799473	"Zm00001d002432,Zm00001d026237"	"Zm00004b006413,Zm00004b040215"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0003863	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	2	0.009269385	"Zm00001d007892,Zm00001d023694"	"Zm00004b010726,Zm00004b038118"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0003885	D-arabinono-1/4-lactone oxidase activity	3	0.013966593	"Zm00001d004539,Zm00001d013175,Zm00001d024926"	"Zm00004b008112,Zm00004b011163,Zm00004b039133"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0004075	biotin carboxylase activity	3	0.00499891	"Zm00001d004125,Zm00001d031013,Zm00001d050336"	"Zm00004b007797,Zm00004b002826,Zm00004b021495"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0004485	methylcrotonoyl-CoA carboxylase activity	2	0.009269385	"Zm00001d031013,Zm00001d050336"	"Zm00004b002826,Zm00004b021495"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0006073	cellular glucan metabolic process	4	0.014653601	"Zm00001d014614,Zm00001d029164,Zm00001d030103,Zm00001d033910"	"Zm00004b012355,Zm00004b001535,Zm00004b002235,Zm00004b005042"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0006112	energy reserve metabolic process	2	0.00383712	"Zm00001d004125,Zm00001d028733"	"Zm00004b007797,Zm00004b001204"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0006552	leucine catabolic process	3	0.012098896	"Zm00001d029848,Zm00001d031013,Zm00001d050336"	"Zm00004b002064,Zm00004b002826,Zm00004b021495"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0006574	valine catabolic process	3	0.012098896	"Zm00001d019054,Zm00001d029848,Zm00001d050336"	"Zm00004b034999,Zm00004b002064,Zm00004b021495"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0007584	response to nutrient	4	0.019096146	"Zm00001d000407,Zm00001d008271,Zm00001d016486,Zm00001d028949"	"Zm00004b032849,Zm00004b024633,Zm00004b013801,Zm00004b001371"
orphan249	orphan249-m2	embryo_imbibed	down	GO:0008115	sarcosine oxidase activity	2	0.016721999	"Zm00001d009134,Zm00001d020984"	"Zm00004b025318,Zm00004b036400"
